0	0	10 
0	60	10 
0	92	10 
0	419	10 
0	515	8 
0	579	10 
0	637	10 
0	911	10 
0	1085	10 
0	1933	8 
1	1	10 
1	1544	6 
1	2214	8 
1	2684	8 
2	2	10 
2	1218	10 
2	1405	10 
2	1432	10 
2	1480	10 
2	1492	10 
2	2125	8 
2	2258	10 
2	2402	10 
2	2499	8 
3	3	10 
3	21	10 
3	1027	8 
3	2011	10 
3	2061	10 
3	2895	10 
4	4	6 
4	1408	10 
4	2071	10 
4	2083	10 
4	2652	10 
5	5	8 
5	224	8 
5	500	10 
5	2371	10 
5	2678	10 
6	6	8 
6	180	6 
6	233	8 
6	265	10 
6	351	10 
6	515	8 
6	664	6 
6	754	8 
6	772	8 
6	852	4 
6	1095	10 
6	1097	10 
6	1183	8 
6	1305	10 
6	1559	8 
6	1898	6 
6	2247	10 
6	2304	10 
6	2469	10 
6	2519	10 
6	2557	8 
7	7	8 
7	54	6 
7	94	10 
7	108	10 
7	163	6 
7	342	10 
7	434	10 
7	511	8 
7	574	10 
7	636	10 
7	671	10 
7	840	8 
7	847	8 
7	879	8 
7	955	8 
7	975	10 
7	1132	10 
7	1161	8 
7	1182	10 
7	1272	6 
7	1354	6 
7	1420	10 
7	1738	8 
7	1741	8 
7	1863	8 
7	1886	8 
7	2724	8 
8	8	10 
8	219	8 
8	446	8 
8	581	10 
8	600	8 
8	933	6 
8	956	8 
8	1046	10 
8	1047	8 
8	1076	8 
8	1263	8 
8	1485	8 
8	1770	10 
8	1788	10 
8	1823	10 
8	1887	8 
8	2057	8 
8	2077	10 
8	2242	8 
8	2286	8 
9	9	4 
9	176	8 
9	615	8 
9	685	10 
9	920	10 
9	1108	8 
9	1756	10 
9	2573	10 
10	10	10 
10	581	10 
10	1348	10 
10	2167	8 
10	3053	8 
11	11	10 
11	163	8 
11	411	10 
11	906	8 
11	1272	10 
11	1287	10 
11	1993	6 
11	2333	8 
11	2874	8 
12	12	8 
12	73	8 
12	788	10 
12	1397	10 
12	1422	10 
12	1954	10 
12	2393	6 
12	2502	10 
12	2591	8 
13	13	10 
13	180	10 
13	224	10 
13	555	10 
13	1385	10 
14	14	8 
14	32	8 
14	963	10 
14	1101	10 
15	15	8 
15	183	10 
15	263	10 
15	274	10 
15	334	10 
15	720	8 
15	968	10 
15	1452	6 
15	2216	10 
16	16	10 
16	417	10 
16	1107	10 
16	1155	10 
16	1484	10 
16	2166	8 
16	2286	10 
17	17	10 
17	35	10 
17	57	10 
17	220	10 
17	694	6 
17	1040	10 
17	1530	10 
17	1931	10 
18	18	10 
18	166	10 
18	2218	10 
18	2333	10 
19	19	10 
19	407	10 
20	20	10 
20	275	10 
20	1413	10 
20	1579	10 
20	2122	10 
20	2281	10 
20	2305	10 
21	21	10 
21	65	8 
21	161	6 
21	170	6 
21	232	8 
21	380	10 
21	457	10 
21	728	6 
21	751	10 
21	1033	8 
21	1286	8 
21	1311	10 
21	1476	8 
21	1486	10 
21	1899	10 
21	1952	10 
21	2328	10 
21	2363	10 
21	2459	8 
21	2960	8 
21	2980	10 
22	22	10 
22	43	8 
22	69	8 
22	120	10 
22	132	8 
22	141	10 
22	298	6 
22	574	8 
22	589	10 
22	702	6 
22	946	8 
22	1010	10 
22	1154	10 
22	1281	10 
22	1654	8 
22	1716	6 
22	1826	8 
22	2570	10 
23	23	10 
23	1838	10 
23	1937	10 
23	2403	8 
24	24	10 
24	43	8 
24	86	10 
24	143	8 
24	201	6 
24	265	8 
24	923	10 
24	1086	8 
24	1798	8 
24	1837	10 
24	1973	10 
24	2755	8 
25	25	10 
25	67	10 
25	104	8 
25	108	10 
25	265	8 
25	351	8 
25	357	8 
25	468	6 
25	552	6 
25	827	10 
25	1004	8 
25	1953	10 
25	2218	10 
25	2274	8 
26	26	10 
26	27	10 
26	66	6 
26	100	10 
