54277	1914	10
74936	624	10
28257	107	10
5072	1867	10
61720	4614	8
6721	5250	10
82397	102	10
51229	445	10
4971	445	10
25984	2022	8
69832	102	8
24312	493	10
55625	319	8
15421	25	10
52750	466	10
64484	1406	10
25383	2382	10
41281	340	8
11331	441	10
23592	3157	10
12965	953	8
9713	1275	10
10904	3387	8
68206	323	10
31167	5225	8
47643	150	10
4083	2738	10
42329	2119	8
1689	115	10
87244	193	10
43161	848	10
19839	7	10
3631	1827	10
15449	229	8
47313	89	8
14585	2757	10
76840	892	10
11865	463	10
9115	4035	4
63886	14	10
6817	2681	10
35023	955	8
9342	923	6
18294	4150	10
5526	3566	8
2082	5342	10
8162	4003	10
37335	757	10
61660	1097	10
38111	738	10
121	1289	10
6329	147	10
39025	2910	10
3491	3826	8
1259	709	10
86344	25	10
385	3659	10
41214	1461	10
77026	73	10
24552	3118	10
88974	1205	6
2007	434	8
8822	2301	10
5289	182	8
31934	421	8
28809	2311	10
3539	4812	10
69775	200	10
12587	1703	10
55619	855	10
33357	2740	10
85824	102	8
32220	985	10
29130	147	10
4378	3357	10
22195	516	10
65853	3815	8
18178	79	8
83267	1018	10
7955	440	10
9156	662	10
74410	449	10
23082	1069	8
55543	416	10
60786	554	6
8480	71	10
3677	488	8
7737	1235	10
22197	1671	10
10766	416	10
59945	3223	8
21	2050	10
70458	1150	10
20359	2294	10
43675	675	10
77586	69	10
53300	1408	10
24692	2615	10
26830	705	6
38155	204	10
4119	4081	10
62735	263	10
32956	45	8
33947	2720	10
48513	551	6
53783	563	10
8983	2500	10
61630	176	10
58149	5093	10
30752	4760	10
45249	412	10
14531	45	10
80121	2340	10
772	433	10
42599	0	8
23761	176	8
12265	1158	10
14720	4740	10
45587	624	10
26182	470	10
87431	3399	10
4868	4060	10
4708	1001	4
79583	73	10
17629	1208	8
36324	1944	10
34215	54	8
48597	968	10
26399	4605	10
6469	114	10
66498	692	10
14761	4520	10
57863	564	10
70522	1003	10
90040	903	6
26965	4866	10
42165	416	10
25405	848	10
20256	552	10
58200	255	8
82726	421	2
15485	1743	8
13588	16	6
2722	89	8
42875	1284	8
29831	162	10
1208	2460	10
23885	3055	8
8979	1077	8
12848	386	8
9320	621	10
14431	480	10
61612	38	10
85145	1740	8
64296	56	10
5191	286	10
4923	783	8
47410	4046	6
55431	286	10
45760	1151	8
9870	2500	8
18834	4549	10
8377	1398	10
61200	175	10
8337	4443	4
28417	3003	10
6053	1090	10
77857	4681	10
11723	4221	8
85585	114	10
12805	284	6
16528	1135	10
29402	225	10
25948	955	10
51124	1850	10
58124	64	8
467	1946	10
1298	892	8
4928	2679	10
51153	1896	10
46503	785	10
11008	1456	8
45314	1692	10
33201	2861	8
45371	102	6
90311	25	10
63989	3652	4
83896	942	8
39012	1215	8
37715	200	10
71973	2024	10
22712	463	10
57998	222	8
9700	619	10
14890	381	10
36394	851	10
32418	2488	8
65394	200	8
28833	575	8
63174	3782	10
35663	200	10
53864	908	10
22201	257	10
70431	750	8
66900	364	6
38332	200	8
37317	3141	10
15519	4098	10
19817	519	10
696	539	10
33129	407	10
29458	526	10
26154	1410	8
80857	2092	8
2536	1204	6
80730	3529	8
13886	527	10
16763	1227	8
3726	1272	10
22410	71	8
7981	182	8
85271	1546	10
16309	430	8
57546	112	10
12377	449	6
5586	2186	10
22086	3299	10
12126	3700	10
42130	1671	10
31481	2247	10
4724	3360	10
29299	3396	4
87707	823	8
45848	652	10
8573	13	10
80484	79	8
78698	252	8
54980	3333	10
1928	1187	8
9322	276	8
86426	228	10
34614	2102	8
29225	133	10
34858	3686	10
10009	4866	10
16389	3992	8
22409	3714	10
63428	313	10
9617	3357	10
8303	1063	8
14693	1521	10
53399	2294	10
1567	1689	10
6896	215	10
914	755	10
10376	2590	8
49540	2	10
66847	569	10
3731	300	10
29171	227	10
54417	970	10
58636	3390	10
23140	1326	6
12883	200	6
83997	25	10
