1784	1900	1
1784	1489	1
1784	4767	1
1784	1386	1
1784	7816	1
1784	4800	1
1784	5013	1
1784	2290	1
1784	5961	1
1784	1852	1
1784	2236	1
1784	7045	1
1784	6750	1
1784	1853	1
1784	6984	1
1784	1649	1
1784	1459	1
1784	3318	1
1784	6044	1
1784	2491	1
1784	7247	1
1784	1901	1
1784	6495	1
1784	5776	1
1784	4286	1
1784	5783	1
1784	29	1
1784	2348	1
1784	1275	1
1784	5959	1
1784	565	1
1784	1465	1
1784	3733	1
1784	173	1
1784	4259	1
1784	2042	1
1205	1459	1
1205	1163	1
1205	4142	1
1205	1286	1
1205	2935	1
1205	6787	1
1205	170	1
1205	1293	1
1205	2221	1
1205	2399	1
1205	1437	1
2122	755	3
2122	2087	1
2122	269	1
2122	1327	1
2122	1066	1
2122	288	1
2122	3877	1
2122	4837	2
2122	2824	4
2122	1459	1
2122	3656	1
2122	193	2
2122	3885	1
2122	2175	3
2122	4547	2
2122	368	1
2122	2588	2
2122	3733	1
2122	1493	1
2122	7684	1
2122	2452	1
2122	1900	1
2122	6963	3
2122	6434	1
2122	168	1
2122	6390	1
2122	285	1
2122	6445	1
2122	7822	1
2122	4049	1
2122	4142	2
2122	2348	2
2122	4286	1
2122	1823	1
2122	2161	1
2122	4324	1
2122	1145	1
2122	641	1
2122	55	1
2122	7025	2
2122	52	2
2122	800	2
2122	3333	4
2122	5981	1
2122	3607	1
2122	5021	1
2122	6898	1
2122	1152	1
2122	1762	1
2122	4484	3
2122	1596	1
2122	3864	1
2122	6610	1
2122	2717	1
2122	1385	1
2122	2654	1
2122	7699	1
2122	4259	1
2122	6044	1
2122	3841	1
2122	448	1
2122	4439	1
2122	3442	1
2122	2311	2
2122	6674	2
2122	7950	1
2122	3261	1
2122	1861	1
2122	4950	1
2122	1648	1
2122	4009	1
2122	3879	2
2122	4914	1
2122	1478	1
2122	6842	1
2122	502	1
2122	5173	1
2122	2363	1
2122	5573	1
2122	4615	1
2122	1388	1
2122	1437	1
2122	1021	1
2122	1245	2
2122	6817	1
2122	5876	1
2122	2914	1
2122	5712	1
2122	147	1
2122	378	1
2122	4535	1
2122	2	2
2122	1275	1
2122	4384	1
2122	4465	2
2122	6368	1
2122	1149	1
2122	194	1
2122	3537	1
2122	199	1
2122	1913	1
2122	812	1
2122	6978	4
2122	3784	1
2122	7812	1
2122	1696	1
2122	6356	1
2122	3112	1
2122	304	1
2122	7767	1
2122	1285	1
2122	1835	1
2122	3997	1
2122	6461	1
2122	3375	1
2122	11	1
2122	701	1
2122	5783	1
2122	504	1
2122	7239	1
2122	5740	1
2122	519	1
2122	7012	1
2122	1671	1
2122	5846	1
2122	7742	1
2122	5348	1
2122	4140	1
2122	3589	1
2122	4026	1
2122	6812	1
2122	4960	1
2122	3647	1
2122	6765	1
2122	4586	1
2122	2359	1
2122	2059	1
2122	692	2
2122	1463	1
2122	1725	1
2122	1842	1
2122	6868	1
2122	1259	1
2122	5949	1
2122	766	1
6276	836	1
6276	7736	1
6276	2588	1
6276	2735	1
6276	1459	1
6276	4142	1
6276	7950	1
6276	312	1
6276	6898	1
6276	3112	1
6276	7786	1
6276	283	1
6276	521	1
6276	1009	1
6276	4972	1
496	1724	1
496	6060	1
496	4261	1
496	55	1
496	4894	1
496	5595	1
496	555	1
496	2175	1
496	538	1
496	5573	1
496	7626	1
496	4453	1
496	4689	1
496	1152	1
496	3931	1
496	1459	1
496	205	1
496	3112	1
496	7675	1
496	7384	1
496	1838	1
496	4897	1
496	6413	1
496	1835	1
496	2059	1
496	3947	1
496	7058	2
496	7423	1
496	3607	1
496	2266	1
496	3334	1
496	1566	1
496	3442	1
496	6699	1
496	5776	1
496	680	1
496	2862	1
496	3885	1
496	7592	1
496	364	1
496	285	1
496	7025	1
496	1061	1
496	3682	1
496	1268	1
496	6674	1
496	4615	1
496	940	1
496	2717	1
496	4044	1
496	8176	1
496	6711	1
496	1615	1
496	501	1
496	2363	1
496	773	1
496	6659	1
496	1813	1
496	779	1
496	1259	1
496	2359	1
496	1137	1
496	3068	1
496	331	1
496	5975	1
496	5401	1
496	2217	1
496	1218	1
496	3478	1
496	3037	1
496	6390	1
496	1258	1
496	8059	1
496	3879	1
496	7736	1
496	5013	1
496	7950	1
496	3240	1
496	420	1
496	6085	1
496	2473	1
496	4837	1
496	7	1
496	1775	1
496	5181	1
496	5665	1
496	1777	1
496	2377	1
496	8257	1
496	5021	1
496	1880	1
496	6667	1
496	4674	1
496	6541	1
496	1437	1
496	5256	1
496	6344	1
496	6978	1
496	1739	1
496	1505	1
496	5655	1
496	3944	1
496	6445	1
496	7786	1
496	7659	1
496	2991	1
496	6957	1
496	5480	1
496	4637	1
496	6356	1
496	4048	1
496	5969	1
496	7389	1
496	288	1
496	378	1
496	1245	1
496	2292	1
496	6975	1
496	2	1
496	3239	1
496	1275	1
496	4142	1
496	1038	1
496	1108	1
496	2735	1
496	3333	1
496	5338	1
496	1008	1
496	8263	1
496	110	1
496	4286	1
496	1552	1
496	2064	1
496	6341	1
496	2588	1
496	4254	1
496	2339	1
496	6946	1
496	6898	1
496	2857	1
496	3804	1
496	1213	1
496	2208	1
496	565	1
496	7871	1
496	3125	1
496	1692	1
496	2787	1
496	504	1
5141	1459	1
5141	1838	1
5141	3675	1
5141	6087	1
5141	2692	1
5141	194	1
5141	1842	1
5141	3842	1
5141	1857	1
5141	7659	1
4570	1690	1
4570	1740	1
4570	1956	1
4570	2709	1
4570	2331	1
4570	1459	1
4570	180	1
4570	535	1
4570	165	1
4570	1926	1
4570	896	1
4570	1884	1
4570	472	1
4570	1905	1
4570	4282	1
4570	5844	1
4570	1108	1
4570	2586	1
4570	7618	1
4570	5097	1
4570	7945	1
4570	1152	1
4570	113	1
4570	1994	1
373	3621	1
373	380	1
373	1596	1
373	1775	1
373	6685	2
373	3634	1
373	2717	1
373	5178	1
373	5717	2
373	1220	1
373	5224	1
373	314	1
373	4461	1
373	6744	1
373	3523	1
373	2042	1
373	7916	1
373	269	1
373	3240	1
373	7692	1
373	1285	1
373	2311	1
373	3174	1
373	2175	1
373	3106	1
373	8114	1
373	1861	2
373	5027	1
373	5053	1
373	859	1
373	1459	1
373	1218	1
373	4286	1
373	1994	1
373	6394	1
373	2363	1
373	7170	1
373	2529	1
373	2292	1
373	4704	1
373	555	1
373	565	1
373	773	1
373	4385	1
373	800	1
373	1493	1
373	2359	1
373	2580	1
373	2623	1
373	5633	1
373	1338	1
373	5793	1
373	4164	2
373	1300	1
373	6124	1
373	5522	1
373	6434	1
373	4597	1
373	2823	1
373	3292	1
373	2735	1
373	5480	1
373	7812	1
373	5846	1
373	659	1
373	6957	1
373	609	1
373	3898	2
373	6817	1
373	3733	1
373	52	1
373	1275	1
373	3039	1
373	6777	1
373	6841	1
373	5724	1
373	3474	1
373	3343	1
373	1022	1
373	6341	1
373	5981	1
373	1055	1
373	1223	1
373	1724	1
373	3068	1
373	5545	1
373	6868	1
373	1566	1
373	5245	1
373	1534	1
373	11	1
373	1463	1
373	1842	1
373	3943	1
373	2066	1
373	2415	1
373	1134	1
373	1259	1
373	4082	1
373	7058	1
1028	2735	1
1028	1994	1
1028	3314	1
1028	2064	1
1028	5401	1
1028	1096	1
1028	2059	2
1028	280	1
1028	11	1
1028	7967	1
1028	2292	1
1028	301	1
1028	193	1
1028	501	1
1028	1385	1
1028	52	1
1028	3174	1
1028	5633	1
1028	1423	1
1028	1459	1
1028	1465	1
1028	5625	1
1028	773	1
1028	1857	2
1028	4866	1
1028	4164	1
1028	3665	1
1028	181	1
1028	1087	1
1028	3854	1
1028	6087	1
1028	2175	1
1028	8059	1
1028	6789	1
