17,2|0|1
69,2|3
779,5|4
76,2|7|6
679,8|9
1254,11|8|2|9|10
393,8|14|2|9|12|10|13
66,15|2|4|13
405,9|16
673,4|17
962,18|19|20
951,8|2|11|9
972,8|2|9|13
296,22|2|21|13
866,22|2|23|24
944,25|2|1|26
611,27|28|19
945,29|2|13
427,2|30
368,31|32
1298,33|19
1246,4|34
843,35|2|3
1606,24|2
245,36|37
740,5|2|4|38
563,8|2|39|40|9
1268,41|42
1657,44|45|43|4|46
772,47|8|12|9
602,49|51|48|19|50
1192,2|21
728,17|4|52
648,29|8|2|54|9|53
800,5|2|4|55
249,2|21
986,2|52|4|56|55
607,60|57|58|59
2084,63|61|62
835,2|64|53
973,65|12|67|66
131,4|68|69
482,2|3
737,8|10|9
204,8|2|70|9|10
332,4|43
216,65|12
172,2|3
596,4|17
297,2|11|1
539,45|73|61|12|71|72
32,75|74|12
782,4|17
230,2|76|77
608,2|29
199,2|21
138,2|11
62,2|0|29
117,8|9|21|2
98,8|2|9|10|78
852,2|13
165,9|8|1|2
1305,2|76|77
18,79|80|2
682,5|4
1281,82|81
826,2|11
684,2|30
675,8|9|83|2
662,11|8|2|85|9|84
937,86|2|52|4|3
1259,88|89|87
581,90|2|1
113,79|2|4|17
247,2|30
988,5|4
206,2|91|53
1255,92|2|91|53
367,2|3
878,93|2
1470,4|17
546,2|1
359,5|4
1295,4|17
757,94|57
839,95|19
681,2|76
270,2|76|96
678,12|97
54,2|30
892,2|21
815,93|2
1739,2|3
674,4|98|52
1296,4|17
560,4|68
669,12|99|97
890,8|9
150,52|4|101|100|17
1360,102|12
530,1|91|26|2
382,5|4
284,2|3
271,2|21
941,2|6
423,31|103|87
257,31|104
1659,31|103|87
207,2|30
250,2|21
272,8|2|9|10|105
1320,2|106
949,5|4
982,2|11
344,4|43
901,2|21
1318,107|108|19
1709,82|109
532,2|21
1354,110|2
1262,111|2
847,2|4|112|17
1823,9|8|1|2
225,110|2
1231,8|2|9|13
377,2|4|112|17
213,111|2
258,29|2|13
244,3|2|30
31,93|13|2|6
963,3|8|2|9
231,4|68
1227,8|2|9|10|13
498,8|2|9|13
531,2|0|1
426,2|3
770,2|106
1258,2|11
0,21|2|3
613,33|19
1637,2|91
142,4|43
191,92|2|53
91,24|2
64,21|2|3
115,2|76|77
101,2|21
786,8|2|39|9|13|6
259,113|19
724,5|4
1247,57|114
660,115|28|116|19|117
1194,119|81|118|82
504,2|23
615,2|77
1241,120|4|43
575,8|2|9|13
1260,122|82|121|61|123|124
428,2|11
470,82|81|125
56,8|2|39|9|13
1228,8|2|9|13
336,4|69|43
997,5|4|68
877,120|2|1|4|0
242,127|95|20|18|19|128|31|126
755,130|2|0|4|87|129
1678,4|17
585,4|17
876,132|107|133|28|19|131
1472,8|9|21|2
415,2|3
873,135|134|2
1473,120|136|8|85|9|4
544,2|0
726,138|0|137|2
555,2|7|6
432,24|2
717,2|11
586,2|1
1561,24|139|76|2
396,8|9
6264,21|2|1|3
3165,67|66
6747,65|12
5308,2|70
6509,141|19|140
6973,2|30|13
3689,2|112
7186,19|142
6707,3|2|21
6812,93|2|13
5217,113|19
6715,26|8|2|54|9|3
3437,144|143|37
6845,24|145|2
6979,2|78
5675,31|103|87
3492,146|138|11|2
3498,8|2|9|147|10|13
6948,2|91|53|13
3908,65|12
3512,93|2|13
3520,78|1|2|6
3621,5|4
2983,8|2|39|9|13
6606,12|97
4096,8|2|9|10|105
5306,24|2
6631,8|2|39|9|6
1599,31|103|87
4770,11|8|2|9|10|13
5228,146|2
2073,146|2|11
3867,31|103|87
3714,148|149|150|59|151
3718,31|104
6949,79|2|7
3584,12|97
1691,146|152|2
7086,1|112|2|7
3632,146|2|11
7083,2|21
6642,2|3
6866,8|2|9|10|13
6278,136|8|2|9|112
4001,2|21
3464,8|2|93|54|9|30
3585,12|74
5301,8|2|39|9|10|13
3017,152|2|11
4752,8|85|9
3530,75|74|12
3813,12|74
6568,8|10|9
6690,2|1|6
6829,120|2|1|4|0
7084,39|8|9
3494,2|30
3465,11|8|2|85|9|76
3909,5|4
3026,153|65|61|12
5701,39|8|9
3672,154|9
4753,31|103|87
6597,2|138
6737,146|2|0|13
6981,18|19|20
7174,27|28|19|140
1911,40|2|11
3042,102|12
2998,61|155
3679,19|28|132|156
3570,157|158|121|61|124
3456,157|158|121|61|124
3495,157|158|121|61|124
3474,8|2|9|54|53
4754,76|2|23
6466,159|2
3609,4|43
5305,2|112
3576,2|160
3490,2|3
6388,18|161|19
4087,9|12|47
6341,158|162
6803,110|2|163
4097,23|55|76|2
6918,18|19|164
5309,2|165
6841,2|0|91|13
4092,24|2
3598,2|4|68|13
5312,9|12|47
6614,24|2
3480,2|11
3006,2|9|147|12|166
7146,146|152|2
7151,31|61|167|104
655,87|168
2991,2|3
7026,2|7|6
2999,170|107|169|19
6965,9|12|47
6442,40|2|91
6545,8|9|171
5295,40|2
6998,172|125|82|173
6933,2|7|6
6366,2|0|13
5218,1|112|2|13
6385,79|2
5221,24|139|2
6797,2|77
3515,17|4|52
6353,22|2|23|24
3677,93|2|30
5700,24|2
6300,2|0|13
3703,18|19|20
6433,76|2|30
7064,61|121|174|124
6562,79|2
6701,175|176|52|4|56
6298,8|2|9|10|13
6826,2|0
4955,87|177
6574,79|2
3510,40|2
3099,2|11
6532,5|4
6708,8|2|39|9|13
7012,8|2|39|9|13
5223,24|2
7074,4|17
6970,2|11
6515,2|7
3853,2|76|77
6365,110|2
6559,24|2
6679,2|106
6985,2|13
6400,93|2|23|77
3567,2|106
6811,93|2
6849,79|2
4090,79|2
3604,2|3
5293,2|7
3922,1|91|2|6
6590,5|4
1915,31|103|2|87
6827,79|2|7
6575,2|3|13
6775,34|9|12|4|47
6699,40|2|13
3539,2|76|77
6850,24|2
6279,8|2|39|9|21|6
6489,2|3
6377,93|2
3030,61|62
6541,24|2
6581,2|21
6787,61|178|179
6445,2|7
6301,79|80|2
3669,4|34
6817,136|8|2|93|9
11179,2|13
8395,2|13
11239,8|2|85|9|13
11400,24|2
11455,5|4|34
5565,5|2|43|0|4
11248,24|2
4232,147|30|2
8340,31|103|87
11245,2|0
5074,8|2|9|10|13
11229,8|2|9|13
11349,2|3
11329,8|2|11|9
11324,15|4
11288,24|2
11181,79|2
11314,24|2
9625,13|2|6
3106,2|3
11355,12|97
11201,147|1|30|2
11255,79|2
2916,181|89|180|87
3126,113|19
3104,8|2|93|39|9|13
3134,2|30|13
4331,11|8|2|9|10
11233,4|17
11238,5|2|4|38
3058,29|2|13
11194,2|43|4|182|92|53
5547,5|183|4|43
9939,61|184
11222,12|185
11375,110|2
2929,11|8|2|9|10
11448,136|8|2|9|13
4841,40|2
11439,41|186|42
5331,2|29
11284,38|2|0
11195,2|4|68|6
3128,5|4
11207,95|19|4|187|17
11191,2|52|4|112|101
11192,2|21
11335,159|2
3117,13|2|6
11307,2|13
11283,102|12
4321,22|2|21|13
11190,76|2|23|77
11475,188|42
3937,40|2|13
11592,45|189
11725,24|2
2121,5|4
1831,154|8|9|39
2117,24|2
2130,8|2|39|9|10|190
3938,79|2
4265,2|91
2140,2|83
11606,110|2
11732,136|8|2|9|3
11748,24|2
11597,2|77
3942,146|152|2
2119,26|8|2|54|9|3
2138,2|52|4|112|101
11602,56|4|52|17
4912,2|0|29
11712,2|138|137
11724,79|2
4913,2|0|29
1837,11|8|2|9|10
5598,2|0
2115,8|10|9
11432,2|96
2132,8|2|1|9
5215,24|2
11594,191|67
11722,107|192|28|19|170
11756,86|4|52|17
11462,5|4
11721,2|106
2134,8|10|9
2131,2|3
1832,8|9
11596,18|161|19
11769,8|2|9|13|6
11434,24|2
11720,8|9|10|12|47
11745,4|17
11713,193|2|9|13|21
2116,193|8|2|85|9|21
2127,11|8|2|85|9|3
2128,147|0|194|2
11605,92|2
2109,4|68
11875,154|9|2|11
11963,154|8|9
8449,41|195|186|42
3330,2|106
13518,82|81|109|118
7542,19|4|196|17
2168,38|79|80|2
4765,198|197
3905,65|12
9246,12|97
2911,8|2|39|9|13
12194,2|21
1088,31|103|87
13491,81|82|19|172|199
10276,2|0
3285,79|2
10662,31|104|12|97
3281,79|2
3227,2|76|77
5728,11|8|2|39|9
5981,24|23|2
11047,79|2|91
9564,2|91|53
4694,79|2
3252,79|2
12371,8|90|2|39|9|13
9864,2|3
12372,31|2|32|1
4764,2|13
7378,2|112
11658,188|42
4695,1|0|112|2
10099,1|91|53|2
8413,11|2|9|12|47|6
11158,21|2|1|3
12793,2|7|6
4766,31|104
8476,1|112|2
12567,200|2|1
4123,113|19
12351,82|125
12294,2|76|77
6061,40|2
5148,11|8|2|54|9
4368,8|2|39|9|12|40|47
8248,79|2
1378,12|75
7443,2|13
11896,12|201|19
10778,47|9|12|97
8435,4|68
4369,8|9
3328,1|91|53|2
2066,65|12
7307,158|162
7159,79|2
13812,154|8|9|202
12375,13|2|7|6
3204,2|1
3381,86|52|2|4|79|17
3167,24|2
12044,12|201|19
13591,4|17
3152,29|8|2|9|13
12066,9|203
14976,82|207|158|208|206|204|205
3235,79|2|4|17
8480,209|143|37
12598,4|210
13734,51|212|19|213|59|211
3208,214|135|2
5169,79|2
14989,2|4|43|13
3308,2|11
10704,13|2|19|117|190
13509,8|85|9
3191,79|2
5400,79|2|30
2883,79|2|30
1048,185|9|12|61|179|47
8962,31|103|87
10832,4|17
12632,214|135|2
10823,41|186|42|215
12754,2|7|13
2948,104|2|145|110|31
12144,8|9|216|193
10140,2|3
10321,47|9|12|97
7610,57|19|217|218
2957,40|2
1502,219|61
8473,31|103|87
5484,2|7
1393,65|12|67|66
12459,21|2|1|3
14556,220|61
8964,221
11858,24|2
4289,79|2
3349,24|2
7761,140|19|4|17
12095,39|8|9
10134,2|145
8446,8|2|39|9|13|6
9655,79|80|2|7
1910,79|2
1926,31|103|87
5468,4|34|52
4257,21|2|1|3
8368,79|2
1387,3|2|1|21
9197,2|1
4696,8|2|9|10|222
10132,57|148|223|224|225
12130,82|81|226
13610,227|59
10657,61|124|228
11930,107|108|19
1746,2|0
1924,199|82|4|19|196|229
8427,81|82|207|19|199
13001,2|7|6
15217,158|162|230
12191,2|32|13|31|190
9814,231|4|52
12168,8|2|93|39|9|13
12097,2|52|1|4|100|112
3280,24|2
1927,232|4
12233,136|8|10|9
7630,2|145|55|26
12633,233|234
11912,77|2|7
12186,2|4|68|7
1428,18|19|164|235
3264,79|2
5586,94|57|236
12139,237|143|144|37|238
3168,8|2|9|4|15
12900,82|158|240|239|206|204
8422,5|4
13637,82|125
11949,9|203
12140,79|2
8801,21|2|3
12182,51|48|19
3316,3|2|23|77
13107,19|241
10879,12|242
7792,41|42|243|215
12138,8|2|54|9|3|30
10039,4|69|43
10035,136|8|10|9
13885,82|109
12933,2|1|78
5153,4|101|52
12400,20|12|19|244|245|18
4319,9|12|166|47
8429,42|243
12538,246|82|173|61|228|124
7609,141|247|19|158
12141,18|19|164
12980,12|99|97
12161,79|2
7687,19|142
12824,79|2
13135,41|42
12659,24|145|2
12389,2|77
7624,2|0|1|112
8291,21|2|3
12189,8|9|202
5892,3|2|21
12167,57|107|19|108|248
12907,126|19|249
12195,2|0|13
11999,39|8|9|202
12093,79|2|145
10036,156|132|115|28|19
5750,2|138
1747,79|2
12143,11|2|250|24|13
4287,2|91|53
7788,251|4
10776,82|81
13007,57|114
12443,4|43
2347,126|19|252|235
10069,8|10|9
8233,93|2
10669,209|237|143|37|253
13931,4|68
11931,8|90|2|39|9|6
12949,191|67
9824,79|2
3323,2|76|77
8423,5|4
9886,51|34|212|4|19|213
7785,82|19|199
5474,2|3
8415,2|29
13937,2|7|6
8416,27|28|19
8753,2|91|53
11834,82|125
12419,120|2|0|4|112
10130,93|2|30|13
9831,79|2
3351,8|2|9|13
7028,255|19|217|254
