0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
0,11,1
0,12,1
0,13,1
0,14,1
0,15,1
0,16,1
0,17,1
0,18,1
0,19,1
0,20,1
0,21,1
0,22,1
0,23,1
0,24,1
0,25,1
0,26,1
0,27,1
0,28,1
0,29,1
0,30,1
0,31,1
0,32,1
0,33,1
0,34,1
0,35,1
0,36,1
0,37,1
0,38,1
1,17,1
1,39,1
1,40,1
1,41,1
1,42,1
1,43,1
1,44,1
1,45,1
1,46,1
1,47,1
1,48,1
1,49,1
2,50,3
2,51,1
2,52,1
2,53,1
2,54,1
2,55,1
2,56,1
2,57,2
2,58,4
2,17,1
2,59,1
2,60,2
2,61,1
2,62,3
2,63,2
2,64,1
2,65,2
2,35,1
2,66,1
2,67,1
2,68,1
2,0,1
2,69,3
2,70,1
2,71,1
2,72,1
2,73,1
2,74,1
2,75,1
2,76,1
2,77,1
2,40,2
2,30,2
2,27,1
2,78,1
2,79,1
2,80,1
2,81,1
2,82,1
2,83,1
2,84,2
2,85,2
2,86,2
2,87,4
2,88,1
2,89,1
2,90,1
2,91,1
2,92,1
2,93,1
2,94,3
2,95,1
2,96,1
2,97,1
2,98,1
2,99,1
2,100,1
2,101,1
2,37,1
2,19,1
2,102,1
2,103,1
2,104,1
2,105,1
2,106,1
2,107,2
2,108,2
2,109,1
2,110,1
2,111,1
2,112,1
2,113,1
2,114,1
2,115,2
2,116,1
2,117,1
2,118,1
2,119,1
2,120,1
2,121,1
2,122,1
2,123,1
2,124,1
2,48,1
2,125,1
2,126,2
2,127,1
2,128,1
2,129,1
2,130,1
2,131,1
2,132,1
2,133,1
2,134,2
2,31,1
2,135,1
2,136,2
2,137,1
2,138,1
2,139,1
2,140,1
2,141,1
2,142,1
2,143,1
2,144,4
2,145,1
2,146,1
2,147,1
2,148,1
2,149,1
2,150,1
2,151,1
2,152,1
2,153,1
2,154,1
2,155,1
2,156,1
2,157,1
2,158,1
